125,A,1,H,Y,10,3
126,A,1,L,Y,1,3
127,A,2,L,Y,10,3
128,A,1,H,N,10,3
129,A,2,H,Y,10,2
130,F,2,L,N,10,2
131,A,1,L,Y,1,2
132,F,2,L,Y,7,3
133,F,2,L,N,10,1
134,F,2,L,Y,10,2
135,G,2,H,Y,10,3
136,F,2,L,Y,10,3
137,G,1,H,N,10,1
138,A,1,H,N,10,1
139,F,2,L,Y,10,3
140,F,2,H,Y,10,3
141,F,2,L,Y,10,3
142,F,2,L,N,10,1
143,A,2,H,N,10,1
144,G,2,H,Y,10,3
145,F,1,L,N,10,3
146,F,2,L,Y,10,3
147,A,1,H,N,10,3
148,A,1,H,N,10,2
149,F,2,L,Y,10,1
150,F,1,H,N,10,1
151,F,2,L,Y,10,2
152,G,1,L,Y,10,3
153,A,2,L,Y,10,3
154,F,2,L,N,10,3
155,A,1,H,Y,10,3
156,F,2,L,N,10,2
157,A,1,H,Y,10,2
158,F,2,L,Y,10,2
159,F,1,H,Y,10,3
160,F,2,L,Y,10,3
161,G,2,H,N,10,3
162,F,2,L,N,10,1
163,F,2,L,N,10,1
164,F,2,L,Y,10,1
165,F,2,L,Y,10,3
166,A,2,H,Y,10,3
167,A,1,H,Y,10,2
168,F,1,L,Y,9,3
169,A,1,H,Y,10,1
170,F,2,L,N,9,2
171,A,1,H,Y,10,1
172,F,2,L,N,10,2
173,A,1,H,Y,10,2
174,F,2,H,Y,10,3
175,G,1,H,Y,10,3
176,G,1,L,N,1,3
177,A,1,L,N,1,3
178,A,1,H,N,10,3
179,F,2,H,N,10,2
180,G,2,H,Y,10,1
181,F,2,H,N,10,3
182,F,2,H,Y,10,2
183,F,2,H,Y,10,2
184,F,2,L,Y,10,3
185,F,2,L,Y,10,1
186,F,1,L,Y,4,3
187,F,2,L,N,10,3
188,A,1,H,Y,10,1
189,A,1,H,Y,10,2
190,F,2,H,Y,1,1
191,F,2,L,N,10,2
192,F,2,L,Y,10,3
193,F,2,L,N,10,1
194,F,2,L,N,10,2
195,A,1,L,Y,1,2
196,G,2,H,Y,10,3
197,A,1,H,N,10,3
198,A,2,H,Y,10,1
199,F,1,L,Y,10,3
200,F,2,L,Y,4,3
