356,A,2,L,N,10,1
357,A,1,H,Y,10,3
358,F,2,L,Y,1,1
359,G,1,H,Y,10,2
360,G,1,H,Y,10,2
361,F,2,H,Y,10,3
362,G,2,H,Y,10,3
363,A,2,H,Y,1,3
364,F,2,H,Y,10,2
365,F,1,L,N,10,1
366,G,2,L,N,10,2
367,F,2,H,Y,9,2
368,F,2,L,N,10,2
369,F,2,L,Y,10,1
370,G,2,H,Y,10,2
371,F,2,L,Y,10,3
372,G,1,L,N,10,3
373,F,2,L,Y,4,3
374,F,2,L,N,10,3
375,F,2,L,Y,10,3
376,A,1,L,Y,10,3
377,A,2,H,N,10,3
378,F,2,L,Y,9,3
379,A,2,H,N,10,2
380,A,2,H,N,10,1
381,A,1,L,N,10,3
382,F,2,L,Y,10,3
383,F,2,L,Y,10,3
384,A,1,H,N,10,2
385,A,1,H,Y,10,2
386,F,2,L,Y,10,3
387,A,2,H,Y,10,1
388,F,2,H,Y,10,2
389,F,2,L,Y,1,1
390,F,2,L,N,10,2
391,F,1,L,Y,10,1
392,F,2,H,Y,10,1
393,F,2,H,Y,10,2
394,A,1,L,Y,10,2
395,G,1,H,Y,10,2
396,A,2,H,Y,10,1
397,F,1,H,N,10,1
398,F,1,L,N,10,2
399,A,2,L,N,10,1
400,F,2,L,N,10,1
401,F,1,H,Y,10,3
402,F,2,L,Y,9,3
403,F,2,H,N,10,3
404,A,1,H,Y,10,2
405,F,2,L,N,10,2
406,A,2,H,Y,10,1
407,A,1,H,Y,10,3
408,F,2,H,Y,10,3
409,F,2,L,Y,4,2
410,F,2,L,Y,10,3
411,F,2,L,Y,10,1
412,A,1,H,Y,1,2
413,F,2,L,N,10,3
414,F,1,L,N,10,2
415,A,1,H,Y,10,1
416,F,2,L,N,10,2
417,F,1,L,N,10,2
418,A,2,H,Y,10,2
419,F,2,L,Y,10,3
420,F,2,L,Y,10,3
421,A,1,H,Y,10,3
422,F,2,L,Y,10,2
423,A,1,H,N,10,1
424,F,2,L,Y,10,1
425,F,2,L,Y,10,3
426,F,2,L,Y,10,3
427,F,2,L,Y,10,3
428,F,2,L,Y,10,3
429,F,2,L,N,10,2
430,F,2,L,Y,10,3
431,F,2,L,Y,10,3
432,F,2,H,N,10,1
433,G,1,H,Y,10,1
434,A,1,H,N,10,3
435,A,2,L,Y,10,2
436,F,1,L,Y,10,3
437,F,2,L,Y,4,1
438,F,2,L,Y,10,1
439,F,2,L,N,10,3
440,F,1,L,Y,10,2
441,G,1,H,Y,10,3
442,F,2,L,Y,10,2
443,F,2,H,N,10,3
444,A,1,H,Y,10,3
445,F,2,L,Y,1,1
446,F,2,L,N,10,2
447,F,2,L,Y,10,3
448,F,1,H,N,7,3
449,F,2,L,N,10,2
450,F,2,L,Y,10,3
451,G,1,H,N,1,1
452,A,1,H,Y,10,2
453,A,1,H,N,10,2
454,A,1,H,Y,10,3
455,F,2,L,Y,10,3
456,A,1,L,N,10,1
457,F,2,L,Y,10,3
458,F,2,L,N,9,2
459,A,1,H,Y,10,1
460,A,2,H,Y,10,2
461,A,2,H,Y,1,3
462,G,1,L,N,10,2
463,F,2,L,N,10,3
464,F,2,L,N,10,2
465,F,2,L,Y,10,3
466,F,2,L,N,10,3
467,G,1,H,Y,10,3
468,F,2,L,Y,10,2
469,F,1,H,Y,4,3
470,F,2,L,N,10,3
471,F,2,L,Y,10,1
472,A,2,H,N,10,3
473,A,2,H,Y,10,2
474,F,2,L,Y,1,3
475,A,1,L,Y,10,2
476,F,2,L,N,9,2
477,A,2,H,N,10,3
478,F,1,L,N,4,1
479,G,1,H,Y,10,3
480,F,2,L,Y,1,3
481,F,2,L,Y,10,1
482,G,2,L,Y,10,3
483,A,1,H,Y,10,3
484,F,2,L,Y,10,3
485,F,2,L,N,10,2
486,F,2,L,N,10,2
487,A,1,H,Y,10,3
488,F,2,L,Y,10,1
489,F,2,L,Y,9,3
490,G,1,H,Y,1,3
491,F,2,L,Y,10,3
492,A,1,L,Y,10,1
493,F,2,L,N,7,2
494,F,2,L,Y,10,3
495,F,2,L,N,10,2
496,F,2,L,N,10,3
497,A,2,H,Y,10,2
498,G,1,L,Y,10,3
499,F,2,L,N,10,1
500,A,1,H,Y,10,2
501,A,2,L,Y,10,2
502,G,1,H,Y,10,1
503,A,1,L,N,10,3
504,A,1,H,Y,10,2
505,F,2,L,Y,10,3
506,F,2,H,N,10,2
507,F,1,L,Y,10,1
508,A,1,L,Y,10,3
509,G,1,H,N,10,2
510,F,2,L,Y,10,1
511,F,2,L,N,10,2
512,A,1,H,N,10,3
513,G,1,L,Y,10,2
514,A,2,H,Y,10,1
515,F,1,L,Y,10,1
516,F,2,L,Y,10,2
517,G,1,H,N,10,3
518,A,2,H,Y,10,2
519,A,2,H,Y,10,2
520,F,2,L,N,10,2
521,F,2,L,Y,10,2
522,F,1,L,Y,10,2
523,G,2,L,Y,10,3
524,F,2,L,Y,10,2
525,A,1,H,Y,10,3
526,A,1,H,Y,10,2
527,A,2,H,Y,10,3
528,A,2,L,N,10,2
529,F,2,L,Y,10,3
530,G,1,L,N,10,2
531,A,1,H,Y,10,2
532,A,1,L,Y,10,1
533,F,2,H,N,10,2
534,F,2,L,N,10,3
535,F,2,L,Y,10,1
536,G,1,L,N,10,2
537,G,2,H,N,10,3
538,A,1,L,Y,10,3
539,G,1,L,Y,10,3
540,F,2,L,Y,1,3
541,A,1,H,Y,10,3
542,G,1,L,Y,10,2
543,A,1,H,N,10,2
544,F,2,L,N,9,3
545,F,2,L,Y,9,1
546,F,2,L,N,7,1
547,F,1,L,N,10,3
548,A,2,L,Y,10,3
549,A,1,H,N,10,1
550,A,1,H,Y,10,2
551,F,2,L,N,10,3
552,F,1,H,N,10,3
553,F,2,L,Y,10,2
554,A,2,H,Y,10,1
555,F,2,L,Y,7,2
556,G,2,H,N,10,1
557,F,2,L,Y,10,3
558,A,1,L,Y,10,3
559,A,2,H,N,10,2
560,F,2,L,N,10,3
561,A,1,L,Y,10,1
562,F,2,L,Y,10,2
563,F,2,L,N,10,1
564,A,2,H,Y,10,3
565,A,1,H,N,10,3
566,F,2,H,N,10,2
567,F,2,L,Y,10,2
568,F,2,L,N,9,3
569,G,1,H,Y,10,3
570,F,2,L,N,10,3
571,A,2,H,Y,10,1
572,A,2,H,Y,10,3
573,F,2,L,N,10,3
574,A,1,H,N,10,2
575,A,1,L,Y,10,3
576,F,2,L,Y,10,3
577,G,1,H,Y,10,2
578,F,2,L,Y,4,3
579,A,2,H,Y,10,3
580,G,1,L,Y,10,3
581,A,2,H,N,10,3
582,F,2,L,N,10,2
583,F,2,L,Y,10,2
584,F,2,L,Y,10,3
585,F,2,L,N,10,3
586,F,2,L,Y,1,1
587,F,2,L,N,10,3
588,G,1,H,Y,10,2
589,F,2,H,N,10,2
590,F,2,L,N,10,2
591,A,2,L,N,10,3
592,A,1,H,Y,10,1
593,G,2,H,Y,10,3
594,A,2,L,Y,1,1
595,F,2,L,Y,10,1
596,G,1,H,N,10,3
597,A,1,H,Y,1,3
598,G,2,L,Y,1,2
599,F,2,L,Y,10,3
600,F,2,L,Y,10,1
601,A,1,H,Y,10,2
602,F,2,L,N,10,3
603,A,2,H,Y,10,3
604,F,2,L,Y,10,3
605,F,2,L,Y,10,2
606,F,2,L,Y,10,1
607,G,1,H,N,10,2
608,F,2,L,Y,9,1
609,F,2,H,Y,10,3
610,F,2,L,Y,10,1
611,A,2,H,Y,10,3
612,A,1,H,Y,10,3
613,F,2,H,Y,10,3
614,A,2,H,Y,10,2
615,F,2,L,Y,10,3
616,A,2,H,Y,10,1
617,A,2,H,N,10,3
618,A,2,H,Y,10,3
619,F,2,L,Y,1,2
620,A,1,H,Y,1,3
621,F,2,L,Y,9,1
622,F,2,H,N,10,3
623,A,1,H,Y,10,3
624,F,2,L,Y,9,2
625,F,2,L,Y,10,3
626,G,2,H,Y,10,2
627,G,2,H,N,10,1
628,F,1,L,N,7,1
629,F,2,L,Y,10,3
630,A,1,H,Y,10,1
631,F,2,L,N,10,3
632,A,2,H,Y,10,1
633,F,2,H,N,1,2
634,A,1,H,Y,10,2
635,F,2,L,N,10,3
636,G,1,H,N,1,1
637,A,1,H,Y,10,1
638,G,1,H,Y,10,2
639,F,2,L,Y,10,3
640,G,1,H,Y,10,1
641,G,2,L,N,10,3
642,G,2,L,N,10,2
643,F,2,L,Y,10,3
644,F,1,L,Y,7,2
645,A,1,L,Y,1,2
646,F,1,H,Y,10,2
647,G,1,H,Y,10,3
648,F,2,L,Y,10,2
649,A,1,H,N,10,1
650,A,1,L,N,10,3
651,F,2,L,Y,10,1
652,G,1,H,Y,10,1
653,G,1,H,Y,10,3
654,F,2,L,N,10,3
655,A,1,H,Y,10,2
656,A,2,H,Y,10,3
657,G,1,L,N,10,3
658,F,2,L,N,10,1
659,A,1,H,N,10,3
660,G,1,H,Y,10,2
661,G,2,H,Y,10,3
662,A,1,L,N,10,2
663,F,2,L,Y,10,3
664,F,1,L,Y,10,3
665,F,2,L,Y,10,1
666,F,2,L,N,10,3
667,F,2,L,N,10,3
668,F,2,L,Y,10,3
669,F,2,L,Y,10,2
670,A,1,H,N,10,2
671,F,2,L,Y,10,2
672,A,2,H,Y,10,2
673,F,2,H,Y,10,2
674,F,2,L,N,10,3
675,A,1,L,Y,10,2
676,F,1,L,Y,10,3
677,F,1,L,N,10,3
678,F,2,L,N,10,3
679,F,2,L,N,10,3
680,F,2,L,Y,10,3
681,F,2,L,Y,10,2
682,F,2,L,Y,9,2
683,A,1,H,N,10,3
684,A,2,L,N,10,2
685,A,1,H,Y,10,3
686,G,1,L,Y,10,1
687,A,2,H,Y,10,2
688,A,1,H,Y,10,1
689,F,2,L,N,10,3
690,A,1,L,Y,10,1
691,F,2,L,Y,10,3
692,A,1,H,N,10,3
693,A,2,H,N,10,3
694,F,2,L,Y,10,3
695,A,2,L,Y,10,3
696,F,2,H,Y,10,3
697,A,1,H,Y,10,2
698,F,2,L,Y,10,3
699,A,2,L,Y,1,2
700,A,1,H,N,10,2
701,G,1,L,Y,10,1
702,F,2,L,Y,10,1
703,F,2,L,Y,1,1
704,A,2,H,Y,10,3
705,G,2,H,Y,10,1
706,F,1,L,Y,10,3
707,F,2,L,Y,10,2
708,A,2,H,Y,10,3
709,F,2,L,Y,10,3
710,F,2,L,N,10,3
711,F,2,L,Y,10,1
712,F,1,L,N,10,1
713,F,2,L,Y,10,2
714,F,1,H,N,10,2
715,F,1,L,Y,10,1
716,G,1,H,N,10,3
717,A,1,H,Y,10,3
718,G,1,H,Y,10,3
719,A,1,H,Y,10,3
720,G,1,H,Y,10,3
721,A,1,L,Y,10,2
722,F,2,H,Y,10,2
723,A,1,H,N,10,3
724,F,1,L,N,10,3
725,F,2,H,Y,7,3
726,A,1,H,Y,1,3
727,F,1,H,Y,10,2
728,G,2,H,Y,10,1
729,F,2,L,N,10,1
730,A,2,H,N,10,1
731,F,2,L,Y,1,3
732,F,2,L,N,7,3
733,F,2,L,Y,10,3
734,A,1,L,N,10,1
735,F,2,L,N,10,1
736,G,1,H,Y,10,3
737,F,2,L,N,10,1
738,A,1,L,Y,10,2
739,F,2,L,Y,10,2
740,G,1,H,Y,10,3
741,A,2,H,Y,10,3
742,F,2,L,N,10,2
743,G,1,L,N,10,3
744,A,1,H,N,10,1
745,A,1,H,N,10,3
746,F,2,L,Y,7,3
747,A,2,H,Y,10,3
748,F,2,L,N,10,2
749,G,1,H,Y,10,3
750,F,2,L,N,9,3
751,F,1,L,N,9,1
752,A,1,L,Y,10,1
753,A,1,H,Y,10,2
754,A,1,H,Y,10,2
755,F,2,L,N,10,3
756,F,2,L,N,10,2
757,F,2,L,Y,10,1
758,G,1,H,Y,10,2
759,F,2,L,N,1,2
760,F,2,L,Y,10,1
761,F,2,L,N,10,2
762,F,2,L,N,7,3
763,F,2,L,N,10,2
764,F,2,L,N,10,2
765,G,2,H,Y,10,2
766,F,2,L,N,4,2
767,A,1,H,N,10,2
768,F,2,L,N,10,1
769,F,2,L,Y,10,1
770,A,1,L,Y,10,3
771,F,2,L,Y,7,3
772,G,1,L,N,10,3
773,F,2,H,N,7,2
774,F,2,L,N,7,3
775,F,2,L,N,10,2
776,F,2,L,Y,10,2
777,F,2,L,Y,10,3
778,F,2,L,Y,10,3
779,F,2,L,Y,10,1
780,G,1,H,Y,10,1
781,G,1,H,Y,10,3
782,F,2,H,N,10,2
783,A,1,H,Y,10,3
784,F,2,L,N,10,2
785,F,1,L,N,10,2
786,F,2,L,Y,9,3
787,A,1,L,Y,10,3
788,A,1,L,Y,10,3
789,F,2,L,Y,4,2
790,A,1,H,Y,1,1
791,F,1,H,Y,10,3
792,F,2,L,Y,10,2
793,F,2,L,N,10,1
794,G,1,H,Y,10,3
795,F,2,H,Y,4,3
796,F,2,H,N,10,3
797,F,2,H,Y,10,2
798,A,2,H,Y,10,3
799,G,1,L,N,10,1
800,A,1,H,Y,10,2
